sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
david_3171,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776715,,,,,,,,,,,,v3
david_3172,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776716,,,,,,,,,,,,v3
david_3173,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776717,,,,,,,,,,,,v3
david_3174,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776718,,,,,,,,,,,,v3
david_3175,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776719,,,,,,,,,,,,v3
david_3176,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776720,,,,,,,,,,,,v3
david_3177,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776721,,,,,,,,,,,,v3
david_3178,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776722,,,,,,,,,,,,v3
david_3179,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776723,,,,,,,,,,,,v3
david_3180,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776724,,,,,,,,,,,,v3
david_3181,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776725,,,,,,,,,,,,v3
david_3182,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776726,,,,,,,,,,,,v3
david_3183,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776727,,,,,,,,,,,,v3
david_3184,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776728,,,,,,,,,,,,v3
david_3185,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776729,,,,,,,,,,,,v3
david_3186,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776730,,,,,,,,,,,,v3
david_3187,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776731,,,,,,,,,,,,v3
david_3188,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776732,,,,,,,,,,,,v3
david_3189,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776733,,,,,,,,,,,,v3
david_3190,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776734,,,,,,,,,,,,v3
david_3191,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776735,,,,,,,,,,,,v3
david_3192,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776736,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3193,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776737,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3194,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776738,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3195,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776739,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3196,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776740,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3197,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776741,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3198,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776742,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3199,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776743,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3200,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776744,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3201,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776745,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3202,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776746,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3203,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776747,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3204,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776748,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3205,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776749,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3206,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776750,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3207,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776751,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3208,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776752,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3209,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776753,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3210,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776754,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3211,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776755,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3212,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776756,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3213,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776757,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3214,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776758,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3215,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776759,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3216,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776760,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3217,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776761,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3218,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776762,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3219,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776763,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3220,david_46798,david_37257,david_181,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,Seewis virus,KF776764,Slovenia,1990/2012,Sorex araneus,Sorex,8316400.0,country,46.12,14.815,12.0,7.0,5.0,v3
david_3221,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776765,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3222,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776766,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3223,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776767,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3224,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776768,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3225,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776769,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3226,david_46798,david_37257,david_181,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,Seewis virus,KF776770,Slovenia,1990/2012,Sorex araneus,Sorex,8316400.0,country,46.12,14.815,12.0,7.0,5.0,v3
david_3227,david_46798,david_37257,david_181,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,Seewis virus,KF776771,Slovenia,1990/2012,Sorex araneus,Sorex,8316400.0,country,46.12,14.815,12.0,7.0,5.0,v3
david_3228,david_46798,david_37257,david_181,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,Seewis virus,KF776772,Slovenia,1990/2012,Sorex araneus,Sorex,8316400.0,country,46.12,14.815,12.0,7.0,5.0,v3
david_3229,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776773,,,,,,,,,,,,v3
david_3230,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776774,,,,,,,,,,,,v3
david_3231,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776775,,,,,,,,,,,,v3
david_3232,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776776,,,,,,,,,,,,v3
david_3233,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776777,,,,,,,,,,,,v3
david_3234,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776778,,,,,,,,,,,,v3
david_3235,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776779,,,,,,,,,,,,v3
david_3236,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776780,,,,,,,,,,,,v3
david_3237,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776781,,,,,,,,,,,,v3
david_3238,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776782,,,,,,,,,,,,v3
david_3239,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776783,,,,,,,,,,,,v3
david_3240,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776784,,,,,,,,,,,,v3
david_3241,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776785,,,,,,,,,,,,v3
david_3242,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776786,,,,,,,,,,,,v3
david_3243,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776787,,,,,,,,,,,,v3
david_3244,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776788,,,,,,,,,,,,v3
david_3245,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776789,,,,,,,,,,,,v3
david_3246,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776790,,,,,,,,,,,,v3
david_3247,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776791,,,,,,,,,,,,v3
david_3248,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776792,,,,,,,,,,,,v3
david_3249,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776793,,,,,,,,,,,,v3
david_3250,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776794,,,,,,,,,,,,v3
david_3251,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776795,,,,,,,,,,,,v3
david_3252,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776796,,,,,,,,,,,,v3
david_3253,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776797,,,,,,,,,,,,v3
david_3254,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776798,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3255,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776799,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3256,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776800,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3257,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776801,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3258,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776802,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3259,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776803,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3260,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776804,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3261,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776805,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3262,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776806,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3263,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776807,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3264,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776808,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3265,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776809,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3266,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776810,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3267,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776811,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
